"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Khan M.; Qian L.; Lin Z.; Wang Y.; Lin H.; Wang X.; Han S.; Zhu J.","Khan, Mustafa (60053572800); Qian, Liyuan (59137734300); Lin, Zhiqian (59137113300); Wang, Yun (59137113500); Lin, Haibin (55876605900); Wang, Xiaofei (59885956300); Han, Songbai (9239090400); Zhu, Jinlong (57208157421)","60053572800; 59137734300; 59137113300; 59137113500; 55876605900; 59885956300; 9239090400; 57208157421","Next-generation 2D metal-organic framework nanosheets: State-of-the-art synthesis approaches and their integral role in energy conversion and storage","2025","Nano Energy","145","","111423","","","4","10.1016/j.nanoen.2025.111423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014627225&doi=10.1016%2Fj.nanoen.2025.111423&partnerID=40&md5=414b9bb0ef5619490865eccf59cd85e7","Benchmarking; Charging (batteries); Density functional theory; Digital storage; Energy storage; Ions; Morphology; Redox reactions; Storage (materials); 2D metal; 2d MOF nanosheet; Active site; Energy conversion and storages; Energy storage technologies; Ion batteries; Lithium ions; Metalorganic frameworks (MOFs); Scalable synthesis; State of the art; Electrocatalysis; Lithium-ion batteries; Nanosheets","Review","Final","","Scopus","2-s2.0-105014627225"
"Pires D.G.; Silva N.M.; Completo A.; Santos M.P.S.D.","Pires, Diogo G. (59299882700); Silva, Nuno M. (35238729400); Completo, A. (17134085500); Santos, Marco P. Soares dos (56908042000)","59299882700; 35238729400; 17134085500; 56908042000","Bioelectronic osteosynthesis plate to monitor the fracture bone healing using electric capacitive variations","2025","Journal of Orthopaedic Surgery and Research","20","1","105","","","1","10.1186/s13018-025-05534-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217356979&doi=10.1186%2Fs13018-025-05534-4&partnerID=40&md5=cc29fbe1ebe3b616b91770e5b0bc7722","Animals; Bone Plates; Bone-Implant Interface; Electric Capacitance; Fracture Fixation, Internal; Fracture Healing; Humans; Monitoring, Physiologic; animal; bone implant interface; bone plate; devices; electric capacitance; fracture healing; human; osteosynthesis; physiologic monitoring; physiology; procedures","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85217356979"
"Houbrechts K.; Van Camp A.; Cockmartin L.; Vancoillie L.; Marshall N.; Bosmans H.","Houbrechts, Katrien (57222665539); Van Camp, Astrid (57283971700); Cockmartin, Lesley (36239682900); Vancoillie, Liesbeth (57194466626); Marshall, Nicholas (57222665912); Bosmans, Hilde (7005849463)","57222665539; 57283971700; 36239682900; 57194466626; 57222665912; 7005849463","Optimization of microcalcification cluster detection in wide-angle flying focal spot digital breast tomosynthesis and synthetic mammography: A virtual imaging study","2025","Physica Medica","140","","105676","","","0","10.1016/j.ejmp.2025.105676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022001850&doi=10.1016%2Fj.ejmp.2025.105676&partnerID=40&md5=63d0569b980cb5df645185b870e67a2d","Breast; Breast Neoplasms; Calcinosis; Female; Humans; Image Processing, Computer-Assisted; Mammography; Radiation Dosage; Radiographic Image Enhancement; User-Computer Interface; adult; area under the curve; Article; breast calcification; clinical article; controlled study; digital breast tomosynthesis; female; human; human tissue; jackknife test; mammography; noise; pilot study; radiation dose distribution; radiation exposure; receiver operating characteristic; standardization; breast; breast tumor; calcinosis; computer interface; diagnostic imaging; image enhancement; image processing; procedures; radiation dose","Article","Final","","Scopus","2-s2.0-105022001850"
"Park J.J.; Lee M.; Doiphode N.; Karsalia R.; Sadeghzadeh S.; Lee J.Y.K.; Buch V.P.","Park, Jay J. (59521238900); Lee, Michael (60091211000); Doiphode, Nehal (57209239206); Karsalia, Ritesh (57225184249); Sadeghzadeh, Sina (58778930100); Lee, John Y. K. (57190386875); Buch, Vivek P. (57000153000)","59521238900; 60091211000; 57209239206; 57225184249; 58778930100; 57190386875; 57000153000","Advancing Digital Surgery With Surgeon-Machine Interface: A Scalable Computer Vision Platform for Intraoperative Prediction and Analytics Demonstrated in Microvascular Decompression Surgery: Erratum","2025","Neurosurgery","97","5","","e173","e173","0","10.1227/neu.0000000000003740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015523900&doi=10.1227%2Fneu.0000000000003740&partnerID=40&md5=c912e417202288ae1c87b2e8a181418b","adult; erratum; human; surgery; article; complication; computer vision; machine; microvascular decompression; prediction; surgeon","Erratum","Final","","Scopus","2-s2.0-105015523900"
"Shao C.; Kang K.","Shao, Chuhui (60239732900); Kang, Kyeong (59961279900)","60239732900; 59961279900","Cultural Influences on AI-Driven Decision-Making in Digital Commerce Systems","2025","Innovative Decision-Making in Engineering: The Role of Cognition, Heuristics, and Human Factors","","","","243","277","0","10.4018/979-8-3373-5702-7.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024840370&doi=10.4018%2F979-8-3373-5702-7.ch009&partnerID=40&md5=532589421d159db7bf7d04e8d24dcf2b","Electronic commerce; Marketplaces; User experience; AI Technologies; Consumer interaction; Cultural backgrounds; Cultural diversity; Cultural influences; Decisions makings; Intelligent assistants; Online shopping; Personalized recommendation; Theoretical framework; Decision making","Book chapter","Final","","Scopus","2-s2.0-105024840370"
"Li J.; Cai Y.; Gu Y.","Li, Jiaqi (60156169000); Cai, Yuqing (60156419900); Gu, Yi (57190010486)","60156169000; 60156419900; 57190010486","A CNN-TRANSFORMER-BASED BRAIN-COMPUTER INTERFACE MODEL FOR DIGITAL ART THERAPY IN DEPRESSION INTERVENTION AMONG COLLEGE STUDENTS","2025","Journal of Mechanics in Medicine and Biology","25","10","2540097","","","0","10.1142/S0219519425400974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019769925&doi=10.1142%2FS0219519425400974&partnerID=40&md5=fe01714ac1c27bf0a3b52802e0ef067e","Arts computing; Biomedical signal processing; Brain; Brain computer interface; Convolution; Electroencephalography; Feature extraction; Feedback control; Interfaces (computer); Psychology computing; Signal encoding; Brain–computer interface design; CNN–transformer; College student depression; College students; Digital art; Digital art therapy; Electroencephalogram signals; Emotion recognition; Interface designs; Time frequency; Emotion Recognition","Article","Final","","Scopus","2-s2.0-105019769925"
"Vila E.; Papadhopulli I.; Andonov N.; Spassov K.; Biberaj A.","Vila, Elior (34881078000); Papadhopulli, Ina (55652373600); Andonov, Nikolay (60300979900); Spassov, Kamen (57950282900); Biberaj, Aleksandër (55210888800)","34881078000; 55652373600; 60300979900; 57950282900; 55210888800","HealthBeam: Design and Implementation of a Healthcare Automation System","2025","International Journal of Innovative Technology and Interdisciplinary Sciences","8","4","","1173","1194","0","10.15157/IJITIS.2025.8.4.1173-1194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026898068&doi=10.15157%2FIJITIS.2025.8.4.1173-1194&partnerID=40&md5=339e1f4178e36ce87b8ef33b1230ea9c","","Article","Final","","Scopus","2-s2.0-105026898068"
"Shuwen S.; Guixun C.","Shuwen, Shao (60252718200); Guixun, Chu (60253345700)","60252718200; 60253345700","Reinforcement learning-driven adaptive teaching engine for building equipment digital twin","2025","Proceedings of SPIE - The International Society for Optical Engineering","13940","","1394013","","","0","10.1117/12.3090729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025686132&doi=10.1117%2F12.3090729&partnerID=40&md5=8ce098f4f3de97cf5bba55c070b6cd13","Construction equipment; Data acquisition; Data visualization; Decision making; Digital twin; E-learning; Energy efficiency; Engineering education; Engines; Intelligent buildings; Learning algorithms; Optimization; Structural design; Sustainable building; Sustainable development; Adaptive teaching engine; Building equipments; DDPG algorithm; Deterministics; Gradient algorithm; Policy gradient; Real- time; Reinforcement learnings; Teaching approaches; Teaching equipments; Reinforcement learning","Conference paper","Final","","Scopus","2-s2.0-105025686132"
"Mathew R.; Wu K.; Dannels W.","Mathew, Roshan (57951274800); Wu, Kai (60236663200); Dannels, Wendy (56301125700)","57951274800; 60236663200; 56301125700","An In-the-Wild Accessibility Evaluation of Apple Vision Pro for Deaf or Hard of Hearing Users","2025","Proceedings of the ACM Symposium on Virtual Reality Software and Technology, VRST","Part of 215351","","21","","","0","10.1145/3756884.3765997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024721406&doi=10.1145%2F3756884.3765997&partnerID=40&md5=a2d860e73145371de204d02156d9e76a","Augmented reality; Fruits; Human engineering; Interactive computer graphics; Mixed reality; Accessibility; Accessibility evaluation; Apple vision pro; Deaf or hard of hearing; Deaf users; Hard of hearings; Immersive; Mixed reality; Spatial computing; Two-dimensional interfaces; Audition","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024721406"
"Wang H.; Xu Z.; Jin L.; Sheng C.; Hu Z.; Lin S.","Wang, Haiyang (60265002700); Xu, Zhike (7405424830); Jin, Long (36016759800); Sheng, Chunbiao (60265109000); Hu, Ziqian (60265002800); Lin, Siwei (59970363100)","60265002700; 7405424830; 36016759800; 60265109000; 60265002800; 59970363100","DSP-based absolute encoder communication and ultrasonic motor speed measurement","2025","Proceedings of SPIE - The International Society for Optical Engineering","13968","","1396807","","","0","10.1117/12.3090991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026441627&doi=10.1117%2F12.3090991&partnerID=40&md5=cf8c5314141041db64c5ddd1e1936e92","Digital signal processing; Internet protocols; Reverse engineering; Signal encoding; Speed regulators; Ultrasonic equipment; Absolute encoders; Absolute position; Absolute position encoder; DSP-based; Motor speed measurement; Position encoders; Precision control; Serial communications; Speed measurement; Ultrasonic motors; Kalman filters","Conference paper","Final","","Scopus","2-s2.0-105026441627"
"Wang Y.; Chen Y.; Lin W.; Yao B.; Wang W.; Liu S.; Yao Z.; Li Y.; Luo X.; Fang Z.","Wang, Yurui (58982744800); Chen, Yuxing (58872558500); Lin, Wei (59753587700); Yao, Bo (54790421100); Wang, Wenhao (57190847784); Liu, Shiyan (55931960400); Yao, Zhiyao (59400964000); Li, Yan (57195956160); Luo, Xiao (56123312600); Fang, Zebo (13102644300)","58982744800; 58872558500; 59753587700; 54790421100; 57190847784; 55931960400; 59400964000; 57195956160; 56123312600; 13102644300","Dual-functional organic/perovskite heterojunction phototransistors enabling wide-spectrum detection and synaptic plasticity emulation","2025","Materials Science in Semiconductor Processing","200","","109993","","","0","10.1016/j.mssp.2025.109993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013751776&doi=10.1016%2Fj.mssp.2025.109993&partnerID=40&md5=e2362102d5408309c8e9d3db2282a534","Associative processing; Associative storage; Bismuth compounds; Cesium compounds; Dissociation; Efficiency; Excitons; Heterojunctions; Infrared detectors; Interfaces (materials); Iodine compounds; Lead compounds; Perovskite; Photons; Platinum; Vacuum evaporation; Functionals; Heterojunction phototransistors; Lead-free perovskites; Organic small molecule; Organics; Performance; Photo detection; Spectrum detection; Synaptic plasticity; Wide spectrum; Light absorption; Phototransistors","Article","Final","","Scopus","2-s2.0-105013751776"
"Nichols N.; Applencourt T.","Nichols, Nathan (56509148400); Applencourt, Thomas (56085573300)","56509148400; 56085573300","Extending THAPI with CXI Hardware Counter Sampling for High Resolution NIC Telemetry","2025","Proceedings of 2025 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, SC 2025 Workshops","","","","1601","1610","0","10.1145/3731599.3767519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023401204&doi=10.1145%2F3731599.3767519&partnerID=40&md5=f847646fcaf02bc82ff10a88779c00f9","Digital storage; Dynamics; Interfaces (computer); Negative impedance converters; Network performance; Nitrogen compounds; Telemetering; Telemetering systems; Traffic congestion; Cassini; Hardware counters; High-performance computing; Network interface controllers; Network performance monitoring; Performance computing; Performances analysis; Plug-ins; Telemetry systems; Tracing framework; Telemetering equipment","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105023401204"
"Shahu A.; Goodarzi P.M.; Kim E.; Sadeghian S.; Wintersberger P.","Shahu, Ambika (57645626800); Goodarzi, Paniz Moazami (60239916100); Kim, Euiyoung (56100370800); Sadeghian, Shadan (57008184100); Wintersberger, Philipp (55485458100)","57645626800; 60239916100; 56100370800; 57008184100; 55485458100","On Attitudes, Norms, Control Beliefs and Interfaces: Why Sustainable Transport Adoption is not an HCI Problem","2025","Proceedings of MUM 2025 - The 24th International Conference on Mobile and Ubiquitous Multimedia","","","","125","136","0","10.1145/3771882.3771903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024854894&doi=10.1145%2F3771882.3771903&partnerID=40&md5=ab70eb4debf98bc05626053ef14b9d7b","Behavioral research; Control theory; Human computer interaction; Human engineering; Sustainable development; Behavioral intention; Behaviour changes; Carbon emissions; Control beliefs; Control interfaces; Digital intervention; Mobility behavior; Sustainable mobility; Sustainable transport; Theory of Planned Behavior; Climate change","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024854894"
"Richelli A.; Stocchetti N.; Gasparini C.; Montanari S.; Rozzini L.; Gringoli F.","Richelli, Anna (6602348270); Stocchetti, Nicol (60216071300); Gasparini, Clara (60216096300); Montanari, Stefano (60216042700); Rozzini, Luca (6701774589); Gringoli, Francesco (6507279088)","6602348270; 60216071300; 60216096300; 60216042700; 6701774589; 6507279088","Towards Fully Accessible Digital Content: A Haptic-VR Workflow for Blind Users","2025","ImmerCom 2025 - Proceedings of the 3rd ACM Workshop on Mobile Immersive Computing, Networking, and Systems","","","","9","14","0","10.1145/3742889.3768346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023275222&doi=10.1145%2F3742889.3768346&partnerID=40&md5=82201f5be1edf65a226de84bcd0a84d9","Assistive technology; Digital devices; Feedback; Haptic interfaces; Human computer interaction; Human engineering; Image acquisition; Interactive computer graphics; Interactive computer systems; Mice (computer peripherals); Semantics; Visualization; Assistive technology; Assistive technology engineering; Blind users; Feedback device; Haptic interactions; Image processing pipeline; Real- time; Real-time spatial tracking; Spatial tracking; Tactile feedback; Tactile feedback device; Virtual reality system; Virtual reality","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105023275222"
